"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Altitude (m)"	"Altitude WGS84 (m)"	"Speed (m/s)"	"Direction (°)"	"Distance (km)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"	"Satellites"
1.631324755E3	4.695150000E0	-7.410625833E1	2.564668551E3	2.585900000E3	0.000000000E0	4.088999939E1	9.618698214E0	1.200000048E0	1.569999981E1	2.500000000E1
1.632324755E3	4.695150000E0	-7.410625833E1	2.564668551E3	2.585900000E3	0.000000000E0	4.088999939E1	9.618698214E0	1.399999976E0	1.539999962E1	2.500000000E1
1.633324755E3	4.695150000E0	-7.410625833E1	2.564668551E3	2.585900000E3	0.000000000E0	4.088999939E1	9.618698214E0	1.600000024E0	1.550000000E1	2.500000000E1
1.634324755E3	4.695150000E0	-7.410625833E1	2.564668551E3	2.585900000E3	0.000000000E0	4.088999939E1	9.621591222E0	1.700000048E0	1.350000000E1	2.600000000E1
1.635324755E3	4.695138333E0	-7.410623500E1	2.564168591E3	2.585400000E3	3.047670364E0	4.197999954E1	9.625515966E0	1.100000024E0	1.300000000E1	2.600000000E1
1.636324755E3	4.695163333E0	-7.410621000E1	2.564268606E3	2.585500000E3	3.908285856E0	4.418999863E1	9.630110309E0	1.700000048E0	1.330000019E1	2.500000000E1
1.637324755E3	4.695190000E0	-7.410617833E1	2.564568630E3	2.585800000E3	4.979937553E0	5.204999924E1	9.635628061E0	1.700000048E0	1.369999981E1	2.500000000E1
1.638324755E3	4.695221667E0	-7.410614000E1	2.564868659E3	2.586100000E3	5.493115425E0	4.940999985E1	9.641517070E0	1.799999952E0	1.430000019E1	2.500000000E1
1.639324755E3	4.695260000E0	-7.410610333E1	2.565068682E3	2.586300000E3	5.905407906E0	4.418999863E1	9.647886747E0	1.799999952E0	1.460000038E1	2.500000000E1
1.640324755E3	4.695306667E0	-7.410607000E1	2.565368693E3	2.586600000E3	6.791759491E0	3.577999878E1	9.655698608E0	1.899999976E0	1.550000000E1	2.500000000E1
1.641324755E3	4.695363333E0	-7.410602833E1	2.565568709E3	2.586800000E3	7.583402634E0	3.727000046E1	9.663994348E0	2.200000048E0	1.500000000E1	2.600000000E1
1.642324755E3	4.695421667E0	-7.410598167E1	2.565568730E3	2.586800000E3	8.421370506E0	3.749000168E1	9.673995461E0	2.400000095E0	1.510000038E1	2.600000000E1
1.643324755E3	4.695491667E0	-7.410592500E1	2.564668757E3	2.585900000E3	9.097200394E0	3.729000092E1	9.684111484E0	2.500000000E0	1.489999962E1	2.400000000E1
1.644324755E3	4.695566667E0	-7.410587333E1	2.563868773E3	2.585100000E3	9.773031235E0	3.047999954E1	9.695226559E0	2.500000000E0	1.480000019E1	2.400000000E1
1.645324755E3	4.695658333E0	-7.410583333E1	2.563368761E3	2.584600000E3	1.011326218E1	2.418000031E1	9.706090397E0	2.400000095E0	1.510000038E1	2.500000000E1
1.646324755E3	4.695743333E0	-7.410578500E1	2.562068765E3	2.583300000E3	1.013230705E1	2.436000061E1	9.716857549E0	2.400000095E0	1.469999981E1	2.500000000E1
1.647324755E3	4.695830000E0	-7.410574167E1	2.561268762E3	2.582500000E3	1.034540176E1	2.381999969E1	9.727376774E0	2.400000095E0	1.480000019E1	2.600000000E1
1.648324755E3	4.695915000E0	-7.410570000E1	2.560668757E3	2.581900000E3	1.069283962E1	2.262000084E1	9.738558046E0	2.500000000E0	1.489999962E1	2.600000000E1
1.649324755E3	4.696005000E0	-7.410565500E1	2.559868753E3	2.581100000E3	1.113241196E1	2.761000061E1	9.750087814E0	2.500000000E0	1.550000000E1	2.600000000E1
1.650324755E3	4.696095000E0	-7.410560333E1	2.559368758E3	2.580600000E3	1.163735485E1	2.904999924E1	9.762263479E0	2.500000000E0	1.629999924E1	2.700000000E1
1.651324755E3	4.696193333E0	-7.410555500E1	2.558768753E3	2.580000000E3	1.144279003E1	2.804999924E1	9.773610923E0	2.500000000E0	1.629999924E1	2.600000000E1
1.652324755E3	4.696285000E0	-7.410551000E1	2.558068748E3	2.579300000E3	1.034540176E1	2.743000031E1	9.784171260E0	2.400000095E0	1.660000038E1	2.600000000E1
1.653324755E3	4.696373333E0	-7.410547500E1	2.556768732E3	2.578000000E3	9.433829308E0	2.362999916E1	9.793734060E0	2.400000095E0	1.639999962E1	2.700000000E1
1.654324755E3	4.696453333E0	-7.410544333E1	2.557268717E3	2.578500000E3	9.539861679E0	2.048999977E1	9.803460145E0	2.400000095E0	1.610000038E1	2.800000000E1
1.655324755E3	4.696536667E0	-7.410541667E1	2.557468693E3	2.578700000E3	1.011120319E1	1.410000038E1	9.813751713E0	2.400000095E0	1.639999962E1	2.600000000E1
1.656324755E3	4.696626667E0	-7.410539500E1	2.557468657E3	2.578700000E3	1.094659710E1	1.540999985E1	9.825002975E0	2.400000095E0	1.679999924E1	2.600000000E1
1.657324755E3	4.696723333E0	-7.410536500E1	2.557968628E3	2.579200000E3	1.123329735E1	1.538000011E1	9.836193772E0	2.400000095E0	1.670000076E1	2.500000000E1
1.658324755E3	4.696818333E0	-7.410533167E1	2.557268605E3	2.578500000E3	1.152617455E1	1.680999947E1	9.847500988E0	2.400000095E0	1.670000076E1	2.400000000E1
1.659324755E3	4.696915000E0	-7.410530000E1	2.557368578E3	2.578600000E3	1.142837715E1	1.851000023E1	9.859643852E0	2.500000000E0	1.670000076E1	2.500000000E1
1.660324755E3	4.697016667E0	-7.410526000E1	2.557268559E3	2.578500000E3	1.165897274E1	1.877000046E1	9.871158050E0	2.500000000E0	1.660000038E1	2.300000000E1
1.661324755E3	4.697110000E0	-7.410521500E1	2.554968552E3	2.576200000E3	1.161985397E1	1.959000015E1	9.883345545E0	2.500000000E0	1.660000038E1	2.300000000E1
1.662324755E3	4.697213333E0	-7.410517833E1	2.555268528E3	2.576500000E3	1.122609138E1	2.439999962E1	9.894031591E0	2.500000000E0	1.660000038E1	2.300000000E1
1.663324755E3	4.697300000E0	-7.410513667E1	2.555368521E3	2.576600000E3	1.019767666E1	2.836000061E1	9.903120281E0	2.400000095E0	1.739999962E1	2.300000000E1
1.664324755E3	4.697368333E0	-7.410509167E1	2.555068533E3	2.576300000E3	8.498064041E0	3.186000061E1	9.911029665E0	2.500000000E0	1.620000076E1	2.100000000E1
1.665324755E3	4.697428333E0	-7.410505333E1	2.554468541E3	2.575700000E3	7.807306767E0	3.147999954E1	9.918683726E0	2.500000000E0	1.650000000E1	2.200000000E1
1.666324755E3	4.697486667E0	-7.410501667E1	2.554468548E3	2.575700000E3	7.783629417E0	3.454000092E1	9.926797502E0	2.500000000E0	1.550000000E1	2.100000000E1
1.667324755E3	4.697546667E0	-7.410497500E1	2.554868561E3	2.576100000E3	8.456886292E0	3.674000168E1	9.935374277E0	2.500000000E0	1.569999981E1	2.100000000E1
1.668324755E3	4.697611667E0	-7.410493333E1	2.555368570E3	2.576600000E3	9.046242714E0	3.447000122E1	9.945158774E0	2.599999905E0	1.580000019E1	2.200000000E1
1.669324755E3	4.697688333E0	-7.410489000E1	2.555668573E3	2.576900000E3	9.607290268E0	3.306000137E1	9.955482158E0	2.599999905E0	1.600000000E1	2.300000000E1
1.670324755E3	4.697766667E0	-7.410484000E1	2.556268584E3	2.577500000E3	1.035003471E1	3.465000153E1	9.965855603E0	2.599999905E0	1.569999981E1	2.400000000E1
1.671324755E3	4.697843333E0	-7.410478667E1	2.556768601E3	2.578000000E3	1.104542446E1	3.456999969E1	9.976702703E0	2.599999905E0	1.569999981E1	2.500000000E1
1.672324755E3	4.697921667E0	-7.410472833E1	2.557568622E3	2.578800000E3	1.074379730E1	3.356000137E1	9.986870206E0	2.599999905E0	1.550000000E1	2.500000000E1
1.673324755E3	4.697998333E0	-7.410467833E1	2.558368634E3	2.579600000E3	9.981492996E0	3.309000015E1	9.996587151E0	2.500000000E0	1.530000019E1	2.600000000E1
1.674324755E3	4.698073333E0	-7.410463333E1	2.558868641E3	2.580100000E3	9.561479568E0	3.347999954E1	1.000603170E1	2.500000000E0	1.530000019E1	2.500000000E1
1.675324755E3	4.698148333E0	-7.410459333E1	2.559068640E3	2.580300000E3	9.357649803E0	3.137999916E1	1.001580508E1	2.500000000E0	1.580000019E1	2.700000000E1
1.676324755E3	4.698226667E0	-7.410455333E1	2.559768637E3	2.581000000E3	9.143525124E0	3.470000076E1	1.002463764E1	2.500000000E0	1.580000019E1	2.700000000E1
1.677324755E3	4.698293333E0	-7.410451000E1	2.559568647E3	2.580800000E3	8.827486038E0	3.556000137E1	1.003264689E1	2.500000000E0	1.560000038E1	2.700000000E1
1.678324755E3	4.698348333E0	-7.410446333E1	2.559768670E3	2.581000000E3	8.291660309E0	3.418000031E1	1.004027783E1	2.500000000E0	1.539999962E1	2.600000000E1
1.679324755E3	4.698401667E0	-7.410442000E1	2.559668690E3	2.580900000E3	6.806171894E0	3.418999863E1	1.004644041E1	2.500000000E0	1.539999962E1	2.700000000E1
1.680324755E3	4.698443333E0	-7.410438333E1	2.559368709E3	2.580600000E3	5.549220085E0	3.897999954E1	1.005162714E1	2.500000000E0	1.569999981E1	2.500000000E1
1.681324755E3	4.698481667E0	-7.410435667E1	2.558668717E3	2.579900000E3	4.942362785E0	3.861000061E1	1.005614650E1	2.500000000E0	1.569999981E1	2.600000000E1
1.682324755E3	4.698515000E0	-7.410433333E1	2.558368724E3	2.579600000E3	4.735444546E0	3.204000092E1	1.006066586E1	2.400000095E0	1.519999981E1	2.600000000E1
1.683324755E3	4.698548333E0	-7.410431000E1	2.557468732E3	2.578700000E3	4.874419212E0	3.541999817E1	1.006533842E1	2.400000095E0	1.510000038E1	2.600000000E1
1.684324755E3	4.698583333E0	-7.410428667E1	2.556068738E3	2.577300000E3	4.433817387E0	3.361999893E1	1.006949909E1	2.400000095E0	1.530000019E1	2.600000000E1
1.685324755E3	4.698615000E0	-7.410426667E1	2.556068742E3	2.577300000E3	4.272194386E0	3.515000153E1	1.007299250E1	2.400000095E0	1.519999981E1	2.600000000E1
1.686324755E3	4.698641667E0	-7.410425000E1	2.555868745E3	2.577100000E3	3.862990379E0	2.739999962E1	1.007658698E1	2.299999952E0	1.530000019E1	2.600000000E1
1.687324755E3	4.698668333E0	-7.410423167E1	2.555968750E3	2.577200000E3	3.852181196E0	3.370000076E1	1.008051250E1	2.299999952E0	1.510000038E1	2.600000000E1
1.688324755E3	4.698701667E0	-7.410422000E1	2.556268742E3	2.577500000E3	4.068364620E0	2.851000023E1	1.008519932E1	2.299999952E0	1.519999981E1	2.500000000E1
1.689324755E3	4.698741667E0	-7.410420667E1	2.556068731E3	2.577300000E3	4.587718964E0	2.212000084E1	1.009025834E1	2.299999952E0	1.480000019E1	2.500000000E1
1.690324755E3	4.698783333E0	-7.410418833E1	2.555968725E3	2.577200000E3	5.265608311E0	2.838999939E1	1.009589077E1	2.400000095E0	1.460000038E1	2.500000000E1
1.691324755E3	4.698828333E0	-7.410416500E1	2.555968724E3	2.577200000E3	5.917246819E0	2.937000084E1	1.010236873E1	2.400000095E0	1.460000038E1	2.500000000E1
1.692324755E3	4.698878333E0	-7.410413500E1	2.555168728E3	2.576400000E3	6.253360271E0	2.927000046E1	1.010844025E1	2.400000095E0	1.460000038E1	2.400000000E1
1.693324755E3	4.698921667E0	-7.410410167E1	2.554468741E3	2.575700000E3	5.322227955E0	3.347000122E1	1.011318067E1	2.400000095E0	1.469999981E1	2.500000000E1
1.694324755E3	4.698955000E0	-7.410407500E1	2.554068753E3	2.575300000E3	4.171308994E0	3.663999939E1	1.011651821E1	2.400000095E0	1.460000038E1	2.500000000E1
1.695324755E3	4.698980000E0	-7.410405833E1	2.553668757E3	2.574900000E3	3.101201296E0	3.627999878E1	1.011887305E1	2.400000095E0	1.460000038E1	2.400000000E1
1.696324755E3	4.698995000E0	-7.410404333E1	2.553368766E3	2.574600000E3	2.410959005E0	3.954999924E1	1.012150346E1	2.299999952E0	1.489999962E1	2.400000000E1
1.697324755E3	4.699013333E0	-7.410402833E1	2.552868773E3	2.574100000E3	2.282793045E0	3.572000122E1	1.012427997E1	2.299999952E0	1.500000000E1	2.400000000E1
1.698324755E3	4.699033333E0	-7.410401333E1	2.552668779E3	2.573900000E3	3.294222116E0	3.729000092E1	1.012793200E1	2.299999952E0	1.489999962E1	2.500000000E1
1.699324755E3	4.699061667E0	-7.410399667E1	2.552368781E3	2.573600000E3	3.912403584E0	2.915999985E1	1.013200782E1	2.299999952E0	1.439999962E1	2.500000000E1
1.700324755E3	4.699090000E0	-7.410397333E1	2.552268791E3	2.573500000E3	4.445141315E0	3.741999817E1	1.013648827E1	2.299999952E0	1.450000000E1	2.500000000E1
1.701324755E3	4.699121667E0	-7.410394833E1	2.552168802E3	2.573400000E3	4.419919491E0	3.356999969E1	1.014100763E1	2.400000095E0	1.419999981E1	2.400000000E1
1.702324755E3	4.699155000E0	-7.410392500E1	2.551968809E3	2.573200000E3	4.395213127E0	3.125000000E1	1.014637347E1	2.400000095E0	1.400000000E1	2.300000000E1
1.703324755E3	4.699190000E0	-7.410389167E1	2.552368828E3	2.573600000E3	4.881110668E0	3.615999985E1	1.015215524E1	2.400000095E0	1.439999962E1	2.300000000E1
1.704324755E3	4.699230000E0	-7.410385833E1	2.552668844E3	2.573900000E3	5.665032864E0	3.493000031E1	1.015828857E1	2.400000095E0	1.419999981E1	2.300000000E1
1.705324755E3	4.699278333E0	-7.410383167E1	2.552768845E3	2.574000000E3	6.698595047E0	3.082999992E1	1.016600583E1	2.400000095E0	1.419999981E1	2.300000000E1
1.706324755E3	4.699338333E0	-7.410379667E1	2.552768848E3	2.574000000E3	7.624065399E0	3.115999985E1	1.017459447E1	2.400000095E0	1.450000000E1	2.300000000E1
1.707324755E3	4.699400000E0	-7.410375000E1	2.552768866E3	2.574000000E3	8.386368752E0	3.586000061E1	1.018324649E1	2.500000000E0	1.510000038E1	2.600000000E1
1.708324755E3	4.699458333E0	-7.410369833E1	2.552868893E3	2.574100000E3	8.176877022E0	3.559999847E1	1.019151653E1	2.500000000E0	1.450000000E1	2.500000000E1
1.709324755E3	4.699515000E0	-7.410365000E1	2.552368916E3	2.573600000E3	7.480458260E0	3.697000122E1	1.019917968E1	2.299999952E0	1.480000019E1	2.600000000E1
1.710324755E3	4.699570000E0	-7.410360833E1	2.552168932E3	2.573400000E3	7.238538742E0	3.613999939E1	1.020639207E1	2.200000048E0	1.480000019E1	2.500000000E1
1.711324755E3	4.699626667E0	-7.410357667E1	2.552468933E3	2.573700000E3	7.846425533E0	3.436999893E1	1.021502935E1	2.400000095E0	1.500000000E1	2.500000000E1
1.712324755E3	4.699693333E0	-7.410353667E1	2.551868939E3	2.573100000E3	8.430120468E0	3.322999954E1	1.022417500E1	2.400000095E0	1.560000038E1	2.500000000E1
1.713324755E3	4.699760000E0	-7.410348833E1	2.553068955E3	2.574300000E3	9.155879021E0	3.552999878E1	1.023352011E1	2.500000000E0	1.600000000E1	2.600000000E1
1.714324755E3	4.699830000E0	-7.410344167E1	2.553768967E3	2.575000000E3	9.731338501E0	3.591999817E1	1.024288690E1	2.500000000E0	1.530000019E1	2.600000000E1
1.715324755E3	4.699896667E0	-7.410339000E1	2.554568987E3	2.575800000E3	9.216615677E0	3.681999969E1	1.025188300E1	2.599999905E0	1.439999962E1	2.400000000E1
1.716324755E3	4.699961667E0	-7.410334167E1	2.555669005E3	2.576900000E3	8.676672935E0	3.488000107E1	1.026051227E1	2.599999905E0	1.450000000E1	2.400000000E1
1.717324755E3	4.700025000E0	-7.410329667E1	2.556069019E3	2.577300000E3	8.472842216E0	3.524000168E1	1.026947317E1	2.599999905E0	1.430000019E1	2.400000000E1
1.718324755E3	4.700088333E0	-7.410324667E1	2.557069040E3	2.578300000E3	8.714246750E0	3.268999863E1	1.027866450E1	2.599999905E0	1.389999962E1	2.500000000E1
1.719324755E3	4.700156667E0	-7.410320000E1	2.556869052E3	2.578100000E3	9.322649002E0	3.422000122E1	1.028800960E1	2.599999905E0	1.389999962E1	2.500000000E1
1.720324755E3	4.700226667E0	-7.410315333E1	2.557069064E3	2.578300000E3	9.450300217E0	3.452000046E1	1.029726464E1	2.700000048E0	1.380000019E1	2.500000000E1
1.721324755E3	4.700293333E0	-7.410310333E1	2.557269082E3	2.578500000E3	9.223307610E0	3.625999832E1	1.030671322E1	2.599999905E0	1.380000019E1	2.600000000E1
1.722324755E3	4.700363333E0	-7.410305500E1	2.557169096E3	2.578400000E3	9.095656395E0	3.786999893E1	1.031596826E1	2.700000048E0	1.400000000E1	2.400000000E1
1.723324755E3	4.700430000E0	-7.410300500E1	2.556769114E3	2.578000000E3	8.892855644E0	4.006999969E1	1.032449211E1	2.700000048E0	1.380000019E1	2.400000000E1
1.724324755E3	4.700493333E0	-7.410296167E1	2.556769126E3	2.578000000E3	8.612847328E0	3.838999939E1	1.033276216E1	2.700000048E0	1.389999962E1	2.300000000E1
1.725324755E3	4.700550000E0	-7.410291333E1	2.556769149E3	2.578000000E3	8.324602127E0	4.124000168E1	1.034101210E1	2.700000048E0	1.350000000E1	2.300000000E1
1.726324755E3	4.700600000E0	-7.410285833E1	2.557769186E3	2.579000000E3	8.140846252E0	4.377000046E1	1.034861969E1	2.700000048E0	1.360000038E1	2.300000000E1
1.727324755E3	4.700651667E0	-7.410281333E1	2.558169209E3	2.579400000E3	8.103786469E0	4.302000046E1	1.035622728E1	2.700000048E0	1.380000019E1	2.300000000E1
1.728324755E3	4.700703333E0	-7.410276833E1	2.558469231E3	2.579700000E3	7.452662945E0	4.000999832E1	1.036337207E1	2.700000048E0	1.410000038E1	2.400000000E1
1.729324755E3	4.700758333E0	-7.410273500E1	2.557669236E3	2.578900000E3	7.426412106E0	3.472999954E1	1.037026300E1	2.700000048E0	1.430000019E1	2.300000000E1
1.730324755E3	4.700811667E0	-7.410270333E1	2.557069239E3	2.578300000E3	7.084122181E0	3.404999924E1	1.037711363E1	2.700000048E0	1.430000019E1	2.300000000E1
1.731324755E3	4.700860000E0	-7.410266500E1	2.556469255E3	2.577700000E3	6.422189236E0	3.668000031E1	1.038378739E1	2.599999905E0	1.450000000E1	2.400000000E1
1.732324755E3	4.700903333E0	-7.410262333E1	2.555869279E3	2.577100000E3	6.628077984E0	3.806999969E1	1.039078434E1	2.599999905E0	1.480000019E1	2.400000000E1
1.733324755E3	4.700953333E0	-7.410258500E1	2.555569294E3	2.576800000E3	7.443397999E0	3.915999985E1	1.039879443E1	2.599999905E0	1.469999981E1	2.400000000E1
1.734324755E3	4.701013333E0	-7.410254500E1	2.554969303E3	2.576200000E3	8.152170181E0	3.702000046E1	1.040723584E1	2.500000000E0	1.460000038E1	2.400000000E1
1.735324755E3	4.701073333E0	-7.410249833E1	2.554769322E3	2.576000000E3	8.860427856E0	4.086000061E1	1.041657247E1	2.500000000E0	1.430000019E1	2.400000000E1
1.736324755E3	4.701138333E0	-7.410244500E1	2.554969345E3	2.576200000E3	9.650012016E0	4.058000183E1	1.042691635E1	2.599999905E0	1.369999981E1	2.300000000E1
1.737324755E3	4.701206667E0	-7.410238167E1	2.555669380E3	2.576900000E3	1.016936684E1	3.915999985E1	1.043780525E1	2.599999905E0	1.410000038E1	2.300000000E1
1.738324755E3	4.701286667E0	-7.410232500E1	2.555669397E3	2.576900000E3	1.043444920E1	3.822999954E1	1.044887646E1	2.700000048E0	1.460000038E1	2.200000000E1
1.739324755E3	4.701365000E0	-7.410226333E1	2.555669422E3	2.576900000E3	9.874945641E0	3.800999832E1	1.045835727E1	2.700000048E0	1.419999981E1	2.300000000E1
1.740324755E3	4.701431667E0	-7.410221000E1	2.555569444E3	2.576800000E3	9.665968895E0	3.981000137E1	1.046761231E1	2.700000048E0	1.439999962E1	2.300000000E1
1.741324755E3	4.701498333E0	-7.410216000E1	2.555369462E3	2.576600000E3	9.686557770E0	3.724000168E1	1.047726831E1	2.700000048E0	1.439999962E1	2.300000000E1
1.742324755E3	4.701571667E0	-7.410211333E1	2.555269471E3	2.576500000E3	9.881637573E0	3.508000183E1	1.048718989E1	2.599999905E0	1.450000000E1	2.300000000E1
1.743324755E3	4.701643333E0	-7.410206000E1	2.555869489E3	2.577100000E3	1.040819836E1	3.461000061E1	1.049716087E1	2.500000000E0	1.430000019E1	2.300000000E1
1.744324755E3	4.701720000E0	-7.410201333E1	2.556369496E3	2.577600000E3	1.032738686E1	3.375000000E1	1.050789619E1	2.599999905E0	1.469999981E1	2.300000000E1
1.745324755E3	4.701801667E0	-7.410196167E1	2.556169505E3	2.577400000E3	1.029135609E1	3.352999878E1	1.051818587E1	2.599999905E0	1.480000019E1	2.300000000E1
1.746324755E3	4.701881667E0	-7.410191500E1	2.555769508E3	2.577000000E3	1.075409126E1	3.187000084E1	1.052974557E1	2.599999905E0	1.480000019E1	2.300000000E1
1.747324755E3	4.701970000E0	-7.410186000E1	2.555769517E3	2.577000000E3	1.118388462E1	3.520000076E1	1.054160678E1	2.500000000E0	1.510000038E1	2.300000000E1
1.748324755E3	4.702058333E0	-7.410180000E1	2.555669532E3	2.576900000E3	1.155191040E1	3.566999817E1	1.055316293E1	2.500000000E0	1.560000038E1	2.300000000E1
1.749324755E3	4.702143333E0	-7.410174000E1	2.555869550E3	2.577100000E3	1.163272190E1	3.777000046E1	1.056432370E1	2.599999905E0	1.600000000E1	2.400000000E1
1.750324755E3	4.702220000E0	-7.410167500E1	2.556069580E3	2.577300000E3	1.088328648E1	4.056999969E1	1.057420985E1	2.599999905E0	1.639999962E1	2.400000000E1
1.751324755E3	4.702290000E0	-7.410162000E1	2.556869602E3	2.578100000E3	9.710749626E0	4.083000183E1	1.058354647E1	2.700000048E0	1.550000000E1	2.400000000E1
1.752324755E3	4.702355000E0	-7.410156667E1	2.557469625E3	2.578700000E3	9.378753662E0	3.933000183E1	1.059317287E1	2.599999905E0	1.569999981E1	2.400000000E1
1.753324755E3	4.702423333E0	-7.410151333E1	2.558469646E3	2.579700000E3	9.512066841E0	3.918999863E1	1.060257699E1	2.500000000E0	1.580000019E1	2.400000000E1
1.754324755E3	4.702491667E0	-7.410146333E1	2.559469662E3	2.580700000E3	9.475521088E0	3.890000153E1	1.061194377E1	2.599999905E0	1.660000038E1	2.300000000E1
1.755324755E3	4.702558333E0	-7.410141167E1	2.560969682E3	2.582200000E3	9.620673180E0	4.115000153E1	1.062125749E1	2.599999905E0	1.670000076E1	2.300000000E1
1.756324755E3	4.702621667E0	-7.410135667E1	2.561369709E3	2.582600000E3	9.648468018E0	4.025999832E1	1.063057120E1	2.599999905E0	1.670000076E1	2.300000000E1
1.757324755E3	4.702685000E0	-7.410130167E1	2.561069735E3	2.582300000E3	9.941859245E0	4.140000153E1	1.064040699E1	2.599999905E0	1.689999962E1	2.400000000E1
1.758324755E3	4.702751667E0	-7.410124333E1	2.560769764E3	2.582000000E3	9.976861000E0	4.231999969E1	1.065014789E1	2.599999905E0	1.710000038E1	2.500000000E1
1.759324755E3	4.702820000E0	-7.410118833E1	2.560869787E3	2.582100000E3	1.001186180E1	4.009999847E1	1.066066952E1	2.599999905E0	1.760000038E1	2.600000000E1
1.760324755E3	4.702893333E0	-7.410112833E1	2.561269812E3	2.582500000E3	1.039121246E1	3.793000031E1	1.067145154E1	2.500000000E0	1.770000076E1	2.700000000E1
1.761324755E3	4.702968333E0	-7.410106667E1	2.561869839E3	2.583100000E3	1.083078480E1	3.925000000E1	1.068209086E1	2.500000000E0	1.660000038E1	2.700000000E1
1.762324755E3	4.703041667E0	-7.410100500E1	2.562669867E3	2.583900000E3	1.137175846E1	3.965000153E1	1.069389380E1	2.500000000E0	1.569999981E1	2.700000000E1
1.763324755E3	4.703121667E0	-7.410093500E1	2.563669901E3	2.584900000E3	1.173824024E1	4.040000153E1	1.070608022E1	2.500000000E0	1.469999981E1	2.700000000E1
1.764324755E3	4.703203333E0	-7.410086167E1	2.563569938E3	2.584800000E3	1.240532017E1	4.050000000E1	1.071877828E1	2.500000000E0	1.510000038E1	2.800000000E1
1.765324755E3	4.703295000E0	-7.410079333E1	2.563969962E3	2.585200000E3	1.278569984E1	4.054999924E1	1.073161147E1	2.599999905E0	1.510000038E1	2.700000000E1
1.766324755E3	4.703380000E0	-7.410071500E1	2.564470003E3	2.585700000E3	1.176655006E1	4.002000046E1	1.074316762E1	2.599999905E0	1.530000019E1	2.600000000E1
1.767324755E3	4.703465000E0	-7.410065500E1	2.565270020E3	2.586500000E3	1.127550507E1	3.875000000E1	1.075453272E1	2.599999905E0	1.489999962E1	2.600000000E1
1.768324755E3	4.703546667E0	-7.410059333E1	2.566070042E3	2.587300000E3	1.141962719E1	3.816999817E1	1.076575031E1	2.599999905E0	1.519999981E1	2.600000000E1
1.769324755E3	4.703626667E0	-7.410053167E1	2.565670064E3	2.586900000E3	1.130947685E1	3.959000015E1	1.077734130E1	2.599999905E0	1.500000000E1	2.600000000E1
1.770324755E3	4.703708333E0	-7.410046667E1	2.565170090E3	2.586400000E3	1.172794628E1	3.890000153E1	1.078959756E1	2.599999905E0	1.550000000E1	2.600000000E1
1.771324755E3	4.703795000E0	-7.410039833E1	2.564370117E3	2.585600000E3	1.205633831E1	3.883000183E1	1.080263366E1	2.599999905E0	1.580000019E1	2.600000000E1
1.772324755E3	4.703886667E0	-7.410032500E1	2.563770147E3	2.585000000E3	1.257054615E1	3.874000168E1	1.081555542E1	2.599999905E0	1.519999981E1	2.600000000E1
1.773324755E3	4.703978333E0	-7.410025333E1	2.562770174E3	2.584000000E3	1.254892731E1	4.040000153E1	1.082821752E1	2.599999905E0	1.539999962E1	2.600000000E1
1.774324755E3	4.704068333E0	-7.410018333E1	2.562270200E3	2.583500000E3	1.254532433E1	3.974000168E1	1.084125362E1	2.599999905E0	1.569999981E1	2.600000000E1
1.775324755E3	4.704160000E0	-7.410011000E1	2.562170230E3	2.583400000E3	1.257981110E1	4.027999878E1	1.085355473E1	2.599999905E0	1.600000000E1	2.600000000E1
1.776324755E3	4.704240000E0	-7.410003333E1	2.559770272E3	2.581000000E3	1.258701706E1	4.022000122E1	1.086563947E1	2.599999905E0	1.469999981E1	2.600000000E1
1.777324755E3	4.704323333E0	-7.409996333E1	2.559570303E3	2.580800000E3	1.169757748E1	4.004000092E1	1.087607908E1	2.500000000E0	1.400000000E1	2.700000000E1
1.778324755E3	4.704398333E0	-7.409990667E1	2.560370323E3	2.581600000E3	1.008032036E1	3.886999893E1	1.088605527E1	2.500000000E0	1.410000038E1	2.700000000E1
1.779324755E3	4.704466667E0	-7.409984833E1	2.560670349E3	2.581900000E3	8.924768448E0	3.825000000E1	1.089423710E1	2.500000000E0	1.400000000E1	2.600000000E1
1.780324755E3	4.704525000E0	-7.409980333E1	2.560470366E3	2.581700000E3	8.464607239E0	3.759999847E1	1.090302888E1	2.400000095E0	1.430000019E1	2.600000000E1
1.781324755E3	4.704585000E0	-7.409975167E1	2.560370390E3	2.581600000E3	8.767263412E0	3.802999878E1	1.091141971E1	2.400000095E0	1.450000000E1	2.600000000E1
1.782324755E3	4.704641667E0	-7.409970167E1	2.560370414E3	2.581600000E3	9.153305054E0	3.761000061E1	1.092075631E1	2.400000095E0	1.410000038E1	2.600000000E1
1.783324755E3	4.704706667E0	-7.409964833E1	2.560270436E3	2.581500000E3	9.821414948E0	3.784999847E1	1.093078901E1	2.400000095E0	1.389999962E1	2.600000000E1
1.784324755E3	4.704778333E0	-7.409959333E1	2.559570456E3	2.580800000E3	1.070519257E1	3.461999893E1	1.094237999E1	2.500000000E0	1.360000038E1	2.700000000E1
1.785324755E3	4.704860000E0	-7.409952833E1	2.558770481E3	2.580000000E3	1.137330246E1	3.786999893E1	1.095437644E1	2.500000000E0	1.350000000E1	2.700000000E1
